Subject Name,Subject Code,Subject Type,Primary Info,Credits,URL
Capital Gains Tax: Problems in Practice,LAWS70081,Quotas apply,"Offered April, Semester 2, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70081
Build-Your-Own: Metaphysics,PHIL30055,Subject,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phil30055
International Criminal Law and Justice,LAWS70303,Quotas apply,"Offered May, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70303
"Not-for-Profits, Law and the State",LAWS90055,Quotas apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90055
Obstetrics Gynaecology and Practicum,MEDI90101,Subject,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90101
Mental Health Nursing Practice 2,NURS90119,Requisites apply,"Offered Semester 2 (Extended), 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90119
"Alcohol, Other Drugs and Recovery",NURS90142,Subject,"Offered September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90142
Foundations in Neonatal Care,NURS90079,Requisites apply,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90079
Free Speech & Hate Speech,PHIL40013,Requisites apply,"Offered Semester 2, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/phil40013
Ethics In Finance,FNCE90057,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/fnce90057
Science Research Internship,SCIE90036,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/scie90036
Hebrew 7,HEBR20016,Requisites apply,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hebr20016
"Congenital,Obstetric& Medical Conditions",MEDI90047,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90047
Mental Ill-health in Young People 1,PSYT90099,Subject,"Offered September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyt90099
Curriculum Frameworks in the IB DP,EDUC90332,Requisites apply,"Offered Term 2, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90332
"Equity, Diversity & Inclusive Practices",EDUC91023,Subject,"Offered Term 1, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91023
Content in the Field,CUMC90023,Requisites apply,"Offered July, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/cumc90023
Narrative Practice & Research Synthesis,SCWK90061,Requisites apply,"Offered Year Long (Extended), 2024","Graduate coursework, 50 credit points",https://handbook.unimelb.edu.au/2024/subjects/scwk90061
Indigenous Governance Principles,ARTS90035,Subject,"Offered July, September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/arts90035
AI and Justice,LAWS90248,Quotas apply,"Offered June, October, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90248
Business Negotiations and Deal-Making,LAWS90062,Quotas apply,"Offered January, June, November, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90062
Context of Surgical Education,MEDS90006,Requisites apply,"Offered Semester 1 (Early-Start), 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/meds90006
"CPR, Eye Emergencies & Practical ECC",VETS90039,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90039
IB DP Advanced,EDUC90330,Requisites apply,"Offered Term 2, Term 4, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90330
Radiology for Physiotherapists,RADI90010,Quotas apply,"Offered August, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/radi90010
Creative Arts Therapies Research 2,CREA90014,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/crea90014
Learning Area Physical Education (SI) 2,EDUC91257,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91257
Unilateral Conduct,LAWS90066,Requisites apply,"Offered January, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90066
Principles of Ultrasound Heart Scan,MEDI90049,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90049
Indigenous Treaties & Future Relations,ARTS90034,Subject,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/arts90034
Research Project - WH Part 2,MEDI40019,Requisites apply,"Offered Semester 2, 2024","Honours, 50 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi40019
Learning Area Business Mgmt (SI) 2,EDUC91239,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91239
Foundations: Competition Law & Economics,LAWS90065,Requisites apply,"Offered January, July, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90065
Advanced Echocardiography Interpretation,MEDI90059,Requisites apply,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90059
International Baccalaureate Capstone,EDUC90871,Requisites apply,"Offered Term 1, Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90871
Ore Reserve Estimation,GEOL90031,Subject,"Offered March, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/geol90031
Learning Area Psychology (SI) 2,EDUC91260,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91260
Learning Area Environmental Sci (SI) 2,EDUC91246,Requisites apply,"Offered June, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91246
Engaging and Assessing Young People,PSYT90097,Subject,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/psyt90097
Sports Nutrition,HLTH90017,Subject,"Offered Term 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hlth90017
Cryptoassets in Global Context,LAWS90216,Quotas apply,"Offered March, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90216
Advanced Art Fieldwork,AHIS40013,Requisites apply,"Offered June, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/ahis40013
Exploring Digital Realities,HPSC30038,Subject,"Offered Semester 2, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hpsc30038
HPS Thesis Part 2,HPSC40019,Requisites apply,"Offered Semester 1, Semester 2, 2024","Honours, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/hpsc40019
Digital Health for Consumers,POPH90294,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph90294
Bushfire Planning & Management,FRST90017,Subject,"Offered September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/frst90017
General Concepts in Language Assessment,LING90038,Subject,"Offered Term 1, Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/ling90038
Abdominal and Peri-Arrest Ultrasound,MEDI90100,Subject,"Offered Semester 1, Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90100
Indigenous Music and Musicians,MUSI20231,Subject,"Offered Semester 1, 2024","Undergraduate Level 2, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi20231
Machine Learning for Biostatistics,MAST90141,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/mast90141
Sexual and Reproductive Health,POPH90069,Subject,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph90069
Cancer in Society,MEDI90087,Requisites apply,"Offered Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90087
Exploration Field Skills,GEOL90045,Subject,"Offered Summer Term, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/geol90045
Body of Ageing,POPH90257,Subject,"Offered Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph90257
Minor Thesis Part 2,MEDS90030,Requisites apply,"Offered Semester 1 (Early-Start), Semester 2 (Early-Start), 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/meds90030
Diagnosis In Sport,MEDI90089,Subject,"Offered Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/medi90089
Hedge Funds and Private Equity Funds,LAWS70420,Quotas apply,"Offered April, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70420
Radiation Oncology Nursing,NURS90138,Requisites apply,"Offered September, 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90138
Neonatal Intensive Care Practice,NURS90102,Requisites apply,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90102
Mental Health Nursing Practice 1,NURS90101,Requisites apply,"Offered Semester 1 (Extended), 2024","Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90101
Intensive Care Nursing Practice 1,NURS90161,Requisites apply,Not offered in 2024,"Graduate coursework, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90161
Paediatric Nursing Practice,NURS90097,Requisites apply,"Offered April, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/nurs90097
"Liver, Spleen and Sampling",VETS90042,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/vets90042
Writing Fiction for Young People,CWRI90009,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/cwri90009
Human Rights at Work,LAWS70391,Quotas apply,"Offered August, 2024","Graduate coursework Level 7, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws70391
Contextual Studies 5,MUSI30223,Requisites apply,Not offered in 2024,"Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi30223
Law and Public Administration,LAWS90119,Quotas apply,"Offered September, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90119
Development Systems and Interventions,DEVT90053,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/devt90053
Ancient Greek Honours Seminar 2,CLAS40039,Requisites apply,"Offered Semester 2, 2024","Honours, 6.25 credit points",https://handbook.unimelb.edu.au/2024/subjects/clas40039
Introductory Academic Program,ARTS90006,Requisites apply,"Offered Summer Term, June, 2024","Graduate coursework, 25 credit points",https://handbook.unimelb.edu.au/2024/subjects/arts90006
Real World Epidemiology,POPH30003,Subject,"Offered Semester 1, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/poph30003
Development Theories,DEVT90009,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/devt90009
Introduction to Primary Care Research,GENP40002,Requisites apply,"Offered Semester 1, 2024","Honours, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/genp40002
Digital Trade,LAWS90126,Quotas apply,"Offered June, August, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/laws90126
Gender Issues in Development,DEVT90040,Subject,"Offered February, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/devt90040
Downstream Bioprocessing,CHEN90035,Requisites apply,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/chen90035
Theories of Inclusive Music Teaching,MUSI90241,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi90241
Product Design and Analysis,CHEN90038,Subject,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/chen90038
Humanitarian Design Internship,ABPL30064,Quotas apply,"Offered Summer Term, 2024","Undergraduate Level 3, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/abpl30064
Principles of Positive Psychology,EDUC91041,Subject,"Offered March, July, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ91041
Introduction to Forensic Disability,CRIM90012,Requisites apply,"Offered March, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/crim90012
Methods for Inclusive Music Teaching,MUSI90240,Subject,Not offered in 2024,"Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/musi90240
Business Process Analytics,ISYS90112,Requisites apply,"Offered Semester 2, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/isys90112
Introduction to Energy Systems,ENGR90028,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/engr90028
Principles of Hearing Rehabilitation,AUDI90049,Requisites apply,"Offered Semester 1, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/audi90049
Autism Intervention,EDUC90859,Subject,"Offered January, July, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/educ90859
Service Navigation Theory,HLTH90010,Subject,"Offered Term 3, 2024","Graduate coursework, 12.5 credit points",https://handbook.unimelb.edu.au/2024/subjects/hlth90010
